NameUa	NameRu	OldNameUa	OldNameRu	Lat	Lon
Червоне Заріччя	Червоное Заречье			50.3136410	31.7378040
Забір’я	Заборье			50.3160100	30.2199600
Березань	Березань			50.3132713	31.4689158
Лемешівка	Лемешовка			50.3115500	32.0735510
Райківщина	Райковщина			50.3104630	31.7863640
Пашківка	Пашковка			50.3111990	29.8708000
Іванків	Иванков			50.3224260	31.0570700
Лісники	Лесники			50.3084600	30.5179600
Новосілки	Новосёлки			50.3067400	30.0702710
Кайнари	Кайнары			50.3057100	31.8843800
Лишня	Лишня			50.3053700	29.9504510
Вишеньки	Вишенки			50.3043400	30.7146800
Кременище	Кременище			50.2987440	30.4663310
Борщів	Борщёв			50.2971690	31.3672850
Яблуневе	Яблоневое			50.2874790	31.6392900
Годунівка	Годуновка			50.2943800	32.0598180
Дубове	Дубовое	Більшовик		50.2936900	31.5980490
Горобіївка	Горобиевка			50.2926600	29.8797210
Малютянка	Малютянка			50.2909510	30.2714500
Мостище	Мостище			50.2909510	30.0342200
Устинкова Гребля	Устинкова Гребля			50.2878610	31.2955890
Іванків	Иванков			50.2864800	30.2999500
Грузьке	Грузское			50.2864800	29.7598990
Соколівщина	Соколовщина			50.2811090	31.7129710
Григорівка	Григоровка			50.2846490	31.6604750
Яготин	Яготин			50.2758913	31.7634861
Зайців	Зайцев			50.2788612	30.3579437
Мархалівка	Мархалевка			50.2786450	30.3663230
Затишне	Затишное	Ленінівка	Лениновка	50.2806130	30.8680440
Бобриця	Бобрица			50.2792700	30.2254510
Божки	Божки			50.2789310	31.9032710
Жоравка	Жоравка			50.2782400	32.0536380
Липовий Скиток	Липовый Скиток			50.2772140	30.2058790
Іванковичі	Иванковичи			50.2768710	30.4221710
Сулимівка	Сулимовка			50.2758410	31.9630110
Кириївщина	Кириевщина			50.2721520	31.0940270
Ходосівка	Ходосовка			50.2727510	30.5220790
Лебедівка	Лебедевка			50.2713810	32.0193100
Хмельовик	Хмелевик			50.2688980	31.5974980
Дзвінкове	Дзвонковое			50.2710300	30.0489810
Весела Слобідка	Весёлая Слободка			50.2701840	29.7431580
Городище	Городище			50.2685700	30.9989930
Варовичі	Варовичи			50.2679410	30.2130910
Бишів	Бышев			50.2665710	29.8869300
Кожухівка	Кожуховка			50.2551880	30.2323880
Переяславське	Переяславское			50.2621310	31.6545730
Леонівка	Леоновка			50.2648510	29.9878690
Любарці	Любарцы			50.2617610	31.1606600
Семенівка	Семёновка			50.2546840	31.5178470
Яблунівка	Яблоновка			50.2590220	29.9813500
Глеваха	Глеваха			50.2596730	30.3059171
Двірківщина	Дворковщина			50.2544210	31.8764130
Заострів	Заостров			50.2581560	31.3969230
Козичанка	Козичанка			50.2549020	29.7777600
Нові Опачичі	Новые Опачичи			50.2529300	29.7917480
Підгірці	Подгорцы			50.2461998	30.5539871
Засупоївка	Засупоевка			50.2524300	31.7266010
Перевіз	Перевоз			50.2422410	30.0026990
Черняхівка	Черняховка			50.2494010	31.9482400
Зелений Бір	Зелёный Бор			50.2483710	30.3751390
Воронівщина	Вороновщина			50.2421570	31.8565730
Гвоздів	Гвоздов			50.2439120	30.4843100
Романків	Романков			50.2389830	30.5756530
Леляки	Леляки			50.2387620	31.5372910
Данилівка	Даниловка			50.2384190	30.2172110
Веселинівка	Веселиновка			50.2404400	31.2749100
Масківці	Масковцы			50.2349820	31.3361000
Креничі	Креничи			50.2363510	30.5136890
Рославичі	Рославичи			50.2438320	30.4374520
Крушинка	Крушинка			50.2336100	30.3651800
Юрівка	Юровка			50.2329220	29.7032600
Конопельки	Конопельки			50.2322390	29.8011000
Лубське	Лубское			50.2271540	29.8836000
Калинівка	Калиновка			50.2257254	30.2261781
Григорівка	Григоровка			50.2281040	31.6872430
Пристроми	Пристромы			50.2229690	31.4332600
Коптевичівка	Коптевичевка			50.2229610	31.9831910
Вороньків	Вороньков			50.2222790	30.9011100
Чорногородка	Черногородка			50.2209090	29.9755100
Ферма	Ферма			50.2205580	29.9161210
Плесецьке	Плесецкое			50.2203560	30.1223720
Богданівка	Богдановка			50.2178500	32.0177310
Соснівка	Сосновка			50.2191890	29.8450510
Козлів	Козлов			50.2188490	31.5764200
Багрин	Багрин			50.2152860	30.2117420
Василівка	Василевка			50.2167890	29.6840310
Кобці	Кобцы			50.2160990	30.3023490
Крячки	Крячки			50.2123651	30.2978900
Вільне	Вольное			50.2123180	29.7729490
Черняхівка	Черняховка			50.2191850	31.9307120
Студеники		Жовтневе	Жовтневое	50.2162900	31.6120110
Малі Дмитровичі	Малые Дмитровичи			50.2078590	30.5213910
Борисів	Борисов			50.2074130	30.3401660
Панфили	Панфилы			50.2089420	31.7751050
Дерев’янки	Деревянки			50.2040980	30.3818320
Вільшанська Нива	Ольшанская Нива			50.2040900	29.7691710
Мала Бугаївка	Малая Бугаевка			50.2034000	30.4043200
Березенщина	Березенщина			50.2027519	30.2988220
Діброва	Диброва			50.2023700	30.2069090
Жереб’ятин	Жеребятин	Жовтневе		50.2020300	30.8461800
Залізне	Зализное			50.2012600	30.3521820
Ярошівка	Ярошовка			50.2006490	29.8374900
Великі Дмитровичі	Великие Дмитровичи			50.1999700	30.5560700
Деминівка	Деминовка			50.1985890	29.7046300
Ничипорівка	Ничипоровка			50.1968800	31.8088490
Васильки	Васильки			50.1913220	31.1052720
Тарасівка	Тарасовка			50.1940040	31.1731150
Путрівка	Путровка			50.2060430	30.2707860
Козин	Козин			50.2289510	30.6478750
Поділля	Подолье			50.1934390	31.3604700
Вовчків	Волчков			50.1924320	31.4872040
Гречанівка	Гречановка			50.1913800	31.9743400
Здорівка	Здоровка			50.1939280	30.2432590
Хлепча	Хлепча			50.1872600	30.1814990
Томашівка	Томашовка			50.1872600	29.8079700
Скрипки	Скрипки			50.1856610	30.1443630
Паращина	Паращина			50.1764300	30.5514530
Головурів	Головуров			50.1831090	30.9843410
Мала Тарасівка	Малая Тарасовка			50.1797100	31.2803610
Мирне	Мирное			50.1777230	31.1697180
Велика Бугаївка	Великая Бугаевка			50.1789590	30.4449180
Борова	Боровая			50.1783400	30.1025400
Сомкова Долина	Сомкова Долина			50.1765980	31.6883700
Васильків	Васильков			50.1738700	30.3215800
Дорогинка	Дорогинка			50.1736220	29.9168820
Кощіївка	Кощиевка			50.1735040	29.9680210
Плюти	Плюты			50.1711310	30.7260090
Велика Солтанівка	Великая Солтановка			50.1736260	30.1944690
Зозулі	Зозули			50.1681940	30.2431680
Мала Солтанівка	Малая Солтановка			50.1798590	30.1431370
Хутір Страшуків	Хутор Страшуков			50.1703566	29.9836206
Конюша	Конюша			50.1712070	30.5267140
Пришивальня	Пришивальня			50.1676900	29.8151800
Застугна	Застугна			50.1730800	30.2876910
Трубівщина	Трубовщина			50.1688920	31.8020000
Нові Безрадичі	Новые Безрадичи			50.1715510	30.5970310
Мазінки	Мазинки			50.1646000	31.3604700
Червоне	Червоное			50.1641810	30.2792190
Соснівка	Сосновка	Радянське		50.1625400	31.7168410
Капустяна	Капустяная			50.1615100	30.5409600
Малі Єрківці	Малые Ерковцы			50.1608310	31.2585110
Тарасівка	Тарасовка			50.1598010	30.5965810
Тарасенки	Тарасенки			50.1593250	29.9854430
Великі Гуляки	Великие Гуляки			50.1584210	29.6943300
Гланишів	Гланышев			50.1580810	31.4991800
Таценки	Таценки			50.1641690	30.6721970
Безп’ятне	Беспятное			50.1603890	30.2631380
Соснова	Соснова			50.1556820	31.7638800
Мотовилівка	Мотовиловка	Червона Мотовилівка		50.1515620	30.0812490
Заріччя	Заречье			50.1501810	30.4091300
Дідівщина	Дедовщина			50.1502753	29.7703970
Велика Мотовилівка	Великая Мотовиловка			50.1425780	30.0857720
Старі Безрадичі	Старые Безрадичи			50.1653060	30.5757450
Харківці	Харьковцы			50.1457210	31.4195310
Вишняки	Вишняки			50.1496240	30.0168250
Кончаки	Кончаки			50.1484410	29.7850340
Нещерів	Нещеров			50.1433180	30.6082500
Березове	Берёзовое			50.1416020	30.5265410
Вишня	Вишня			50.1393620	29.8357370
Застугна	Застугна			50.1392750	30.4774280
Велика Офірна	Великая Офирна			50.1287770	29.9557820
Погреби	Погребы			50.1381680	30.4105000
Луб’янка	Лубянка			50.1442260	30.4442920
Українка	Украинка			50.1537167	30.7420742
Кулібаба	Кулибаба			50.1357610	30.2951390
Порадівка	Порадовка			50.1354220	30.1773800
Фарбоване	Фарбованое			50.1340480	31.8462790
Руликів	Руликов			50.1340480	30.2058790
Мала Офірна	Малая Офирна			50.1313020	29.9411790
Мотовилівська Слобідка	Мотовиловская Слободка			50.1302680	30.0424590
Митниця	Мытница			50.1288990	30.2319700
Гайшин	Гайшин			50.1236080	31.4803710
Млинок	Млынок			50.1308440	29.7657870
Єрківці	Ерковцы			50.1268390	31.2663990
Копачів	Копачов			50.1252590	30.4881100
Федорівка	Фёдоровка			50.1230580	29.6963900
Барахти	Барахты			50.1166650	30.3655820
Дем’янці	Демьянцы			50.1172220	31.4102590
Халеп’я	Халепье			50.1161920	30.8176800
Трипілля	Триполье			50.1148190	30.7768310
Велика Каратуль	Великая Каратуль			50.1141280	31.5517100
Оленівка	Оленовка			50.1147998	30.1223460
Помоклі	Помокли			50.1117290	31.6753010
Дерев’яна	Деревянная			50.1113890	30.6872200
Перше Травня	Перше Травня			50.1103590	30.5492000
Обухів	Обухов			50.1101943	30.6267497
Чирське	Чирское			50.1088290	31.4944080
Витачів	Витачов			50.1089780	30.8705500
Сошників	Сошников			50.1067310	31.1283090
Дениси	Денисы			50.1055490	31.7978710
Гребля	Гребля			50.1048580	31.4432200
Плескачі	Плескачи			50.1045190	31.5366000
Мала Снітинка	Малая Снетинка			50.1213191	29.9410907
Щербанівка	Щербановка			50.0980000	30.7315100
Веприк	Веприк			50.1086100	29.8070954
Велика Снітинка	Великая Снетинка			50.0950797	30.0144854
Мар’янівка	Марьяновка			50.0938610	31.5410980
Кодаки	Кодаки			50.0945510	30.2517550
Скригалівка	Скригалевка			50.0907900	29.7345010
Пшеничне	Пшеничное			50.0904500	30.2055400
Веселе	Весёлое			50.0854570	31.3328800
Дівички	Девички			50.0854800	31.2816600
Шевченкове	Шевченково			50.0863300	30.5100590
Бориспільські Дачі	Бориспольские Дачи			50.0844417	31.0481621
Кавказ	Кавказ			50.0791780	31.3566110
Красне Перше	Красное Первое			50.0792010	30.6728630
Фастів	Фастов			50.0799307	29.9162821
Травневе	Травневое			50.0780910	31.6159100
Велика Вільшанка	Великая Ольшанка			50.0787120	30.4486060
Козіївка	Козиевка			50.0770610	30.6899700
Жуківці	Жуковцы			50.0767100	30.7788910
Ставки	Ставки			50.0767100	29.7204210
Положаї	Положаи			50.0763700	31.8325410
Гречаники	Гречаники			50.0763700	31.3271690
Стайки	Стайки			50.0760310	30.8956200
Мала Вільшанка	Малая Ольшанка			50.0736200	30.4760700
Капустинці	Капустинцы			50.0722500	31.8792400
Клехівка	Клеховка			50.0714805	30.0807384
Тростинка	Тростинка			50.0648880	30.3627610
Воскресенське	Воскресенское			50.0660710	31.5534190
Переяслав-Хмельницький	Переяслав-Хмельницкий			50.0643984	31.4447327
Мар’янівка	Марьяновка			50.0612600	30.1657100
Долина	Долина			50.0588610	30.6964890
Ленди	Ленды			50.0564610	30.5413090
Виповзки	Выползки			50.0596850	31.6624570
Стовп’яги	Столпяги			50.0688970	31.3535230
Григорівка	Григоровка			50.0521320	30.6227510
Соснова	Сосновая			50.0526800	31.3426200
Мала Каратуль	Малая Каратуль			50.0502820	31.5650900
Ташань	Ташань			50.0499310	31.8373510
Добраничівка	Добраничевка			50.0480120	31.8910730
Шевченкове	Шевченково			50.0478710	31.7587300
Ксаверівка	Ксаверовка			50.0478710	30.2154900
Плужники	Плужники			50.0411640	31.8696750
Гусачівка	Гусачевка			50.0458110	30.6449910
Степок	Степок			50.0458110	30.5258600
Гвардійське	Гвардейское			50.0434110	30.0136200
Верем’я	Веремье			50.0406610	30.8087500
Червоне Поле	Червоное Поле			50.0370180	30.2874410
Волиця	Волица			50.0283810	29.7781660
Вінинці	Вининцы			50.0285082	31.6027713
Натягайлівка	Натягайловка			50.0293730	31.7120440
Дмитрівка	Дмитровка			50.0283919	29.7261633
Ксаверівка Друга	Ксаверовка Вторая			50.0269320	30.1691400
Макарівка	Макаровка			50.0228120	30.6927110
Матяшівка	Матяшёвка			50.0224690	30.6309110
Шевченківка	Шевченковка			50.0221210	30.3064710
Гребені	Гребени			50.0200610	30.9745810
Перше Травня	Перше Травня			50.0135040	31.7221620
Красна Слобідка	Красная Слободка			50.0169720	30.5876500
Стрітівка	Стретовка			50.0135380	30.8870300
Червоне	Червоное			50.0161590	30.3440000
Півні	Пивни			50.0094180	29.7272890
Лецьки	Лецки			50.0145278	31.6176166
Черняхів	Черняхов			50.0070190	30.7771700
Вінницькі Стави	Винницкие Ставы			50.0063290	30.1207410
Горбані	Горбани			50.0056380	31.8843800
Пінчуки	Пинчуки			50.0052990	30.2275100
Деремезна	Деремезна			50.0049590	30.4891200
Пологи-Вергуни	Пологи-Вергуны			50.0010910	31.7222710
Юшки	Юшки			50.0035780	30.9584410
Паляничинці	Паляничинцы			50.0018690	29.9854700
Кищинці	Кишинцы			49.9977490	29.9556010
Яцьки	Яцки			49.9975320	30.4301700
Бортники	Бортники			49.9963680	29.8917410
Пилипівка	Пилиповка			49.9953380	29.9240090
Циблі	Цибли			49.9936330	31.5690560
Германівка	Германовка			49.9905400	30.5584700
Королівка	Королевка			49.9867590	29.8931100
Леонівка	Леоновка			49.9875180	30.7089820
Тростинська Новоселиця	Тростинская Новоселица			49.9850500	30.2831310
Ковалівка	Ковалевка			49.9840200	30.0074410
Пологи-Чобітки	Пологи-Чеботки			49.9833300	31.6807900
Триліси	Трилесы			49.9829900	29.8423000
Вільшанська Новоселиця	Ольшанская Новоселица			49.9826390	30.3147110
Степанівка	Степановка			49.9816090	30.3329110
Семенівка	Семёновка			49.9809300	30.5234510
Улянівка	Ульяновка			49.9799000	31.7460310
Макіївка	Макеевка			49.9774890	30.4379690
Перегонівка	Перегоновка			49.9762690	30.4937590
Антонівка	Антоновка			49.9740520	30.6799720
Кожанка	Кожанка			49.9689600	29.7488820
Зікрачі	Зикрачи			49.9737280	30.9041080
Чопилки	Чопилки			49.9716570	31.8937640
Ржищів	Ржищев			49.9682200	31.0411800
Пологи-Яненки	Пологи-Яненки			49.9678800	31.7168410
Безіменне	Безымянное			49.9637910	30.6514150
Новосілки	Новосёлки			49.9665300	30.7528460
Устимівка	Устимовка			49.9658200	30.0125900
Панікарча	Паникарча			49.9637870	30.9785210
Василів	Василев			49.9603310	30.4640600
Расавка	Расавка			49.9589500	30.8279800
Халча	Халча			49.9568900	30.9021400
Воронівка	Вороновка			49.9548300	30.9423100
Єлизаветівка	Елизаветовка			49.9548300	29.9477010
Гребінки	Гребёнки			49.9534600	30.1763499
Балико-Щучинка	Балыко-Щучинка			49.9510610	31.1400600
Кузьминці	Кузьминцы			49.9503710	30.9955200
Петрівка	Петровка			49.9450720	30.3142090
Тарасівка	Тарасовка			49.9452210	31.7707500
Павлівка	Павловка			49.9453390	30.3612080
Великий Букрин	Великий Букрин			49.9445300	31.3120710
Горохове	Гороховое			49.9445300	30.7050700
Йосипівка	Йосиповка			49.9421310	30.3809700
Софіївка	Софиевка			49.9421270	29.7441020
Виселкове		Петрівське	Петровское	49.9407620	30.8334690
Саливoнки				49.9393810	30.2124000
Горохівське		Петрівське	Петровское	49.9353140	30.7338450
Кулі	Кули			49.9370420	30.5318470
Сидори	Сидоры			49.9325220	29.9923310
Сущани	Сущаны			49.9296110	30.5636920
Людвинівка	Людвиновка			49.9283980	30.5104100
Затиша	Затиша			49.9283980	30.4379690
Уляники	Ульяники			49.9256520	31.1163690
Ходорів	Ходоров			49.9235920	31.2420290
Мирівка	Мировка			49.9234550	30.6196840
Малополовецьке	Малополовецкое			49.9160080	29.8131900
Степок	Степок			49.9186250	30.4768520
Красне	Красное			49.9177510	30.4235500
Малий Букрин	Малый Букрин			49.9170680	31.3264900
Пологи	Пологи			49.9163820	30.1045990
Великі Пріцьки	Великие Прицки			49.9156910	30.9762990
Демівщина	Демовщина			49.9215200	30.9291040
Іванівка	Ивановка			49.9161830	30.6854550
Онацьки	Онацки			49.9132880	31.0432400
Горохуватка	Гороховатка			49.9132880	30.6947710
Лосятин	Лосятин			49.9129490	30.2601200
Слобода	Слобода			49.9122580	30.8272900
Виселка		Петрівське	Петровское	49.9125860	31.0171760
Соколівка	Соколовка			49.9091680	30.2034800
Тарасівка	Тарасовка			49.9088290	30.7260090
Мазепинці	Мазепинцы			49.9103523	29.9900729
Андріївка	Андреевка			49.9078220	29.9624810
Яхни	Яхны			49.9150310	29.7312300
Півці	Певцы			49.9057390	31.0737990
Гайок	Гаёк			49.9036790	30.0826300
Хоцьки	Хоцки			49.9029880	31.6488700
Ромашки	Ромашки			49.9103780	31.2761800
Дунайка	Дунайка			49.9012720	29.6905500
Степове	Степовое			49.9005890	29.6678910
Липовий Ріг	Липовый Рог			49.9010620	31.1326730
Оріхове	Орехово			49.8944090	30.9100300
Розаліївка	Розалиевка			49.8933790	30.5402790
Бендюгівка	Бендюговка			49.8899380	30.6501410
Дібрівка	Дибровка			49.8889080	30.9828210
Дрозди	Дрозды			49.8860630	29.9770410
Олійникова Слобода	Олейникова Слобода			49.8871990	30.3164290
Тарасівка	Тарасовка			49.8878290	29.8554880
Яблунівка	Яблоновка			49.8821910	31.0591750
Глушки	Глушки			49.8840070	30.2162130
Дударі	Дудари			49.8835260	31.2605650
Ведмедівка	Ведмедевка			49.8845410	31.1709380
Грушів	Грушев			49.8799590	31.2155860
Світанок	Свитанок			49.8741490	31.7085990
Мала Михайлівка	Малая Михайловка			49.8741490	29.8814390
Вільна Тарасівка	Вольная Тарасовка			49.8734700	30.0846900
Калинівка	Калиновка			49.8695070	31.0120600
Храпачі	Храпачи			49.8707200	30.2357500
Михайлівка	Михайловка			49.8703800	30.4784790
Кадомка	Кадомка			49.8696900	30.9522590
Рогізна	Рогозна			49.8696900	29.7152690
Великополовецьке	Великополовецкое			49.8693500	29.9253900
Пії	Пии			49.8727070	31.1320230
Іванівка	Ивановка			49.8684880	30.3988060
Скребиші	Скребыши			49.8669470	30.2551630
Зорівка	Зоревка			49.8679430	30.9868010
Малі Прицьки	Малые Прицки			49.8623240	31.0977340
Красноліси	Краснолесы			49.8611110	29.7932090
Краснянка	Краснянка			49.8604200	29.6709800
Володимирівка	Владимировка			49.8524970	30.0540940
Стави	Ставы			49.8557620	30.6737750
Мала Антонівка	Малая Антоновка			49.8587000	30.3620890
Владиславка	Владиславка			49.8506430	29.8595100
Вербова	Вербовая			49.8490910	30.5261990
Шпендівка	Шпендовка			49.8446310	30.6110000
Бурти	Бурты			49.8408510	30.9272000
Буки	Буки			49.8370700	29.6551900
Македони	Македоны			49.8322720	31.1211800
Малі Єрчики	Малые Ерчики			49.8315810	29.5958000
Горобіївка	Горобиевка			49.8302310	31.0413400
Очеретяне	Очеретяное			49.8288310	30.9852200
Тарасівка	Тарасовка			49.8281520	31.0037590
Узин	Узин			49.8284745	30.4197205
Кип’ячка	Кипячка			49.8264310	31.0645290
Чубинці	Чубинцы			49.8247110	29.6850610
Піщана	Песчаная			49.8243710	30.2422700
Тулинці	Тулинцы			49.8226510	31.1833190
Безугляки	Безугляки			49.8216210	29.9676090
Пищики	Пищики			49.8157880	29.9473590
Расавка	Расавка			49.8151020	30.7394010
Таборів	Таборов			49.8126980	29.7104700
Малі Лисівці	Малые Лисовцы			49.8120120	29.5007000
Зелений Яр		Жовтневе	Жовтневое	49.8092610	30.8599090
Запруддя	Запрудье			49.8085780	30.6446500
Фурси	Фурсы			49.7974010	30.0003830
Острійки	Острийки			49.8054890	30.3064710
Тарасівка	Тарасовка			49.8047980	30.5114400
Маківка	Маковка			49.8034290	30.5804500
Дулицьке	Дулицкое			49.8017390	29.7547870
Безпечна	Беспечная			49.7975880	29.7489200
Миньківці	Миньковцы			49.7975880	29.4722000
Великі Єрчики	Великие Ерчики			49.7972490	29.6318400
Коритище	Корытище			49.7995070	30.9999180
Ліщинка	Лещинка			49.7917520	30.7376900
Кулешів	Кулешов			49.7876280	31.0940610
Липовець	Липовец			49.7869490	30.8969900
Руда	Руда			49.7937850	29.8445990
Тернівка	Терновка			49.7855680	30.7524510
Чмирівка	Чмыревка			49.7752340	30.0105950
Савинці	Савинцы			49.7804180	30.5021710
Блощинці	Блощинцы			49.7802010	30.3299430
Шандра	Шандра			49.7811200	31.1644860
Нова Маківка		Петрівське	Петровское	49.7756200	30.5749490
Матюші	Матюши			49.7718510	29.9000360
Шамраївка	Шамраевка			49.7726060	29.8416100
Світле	Светлое			49.7696500	30.9849740
Телешівка	Телешовка			49.7684100	30.6278190
Потік	Поток			49.7661020	31.0517600
Глибічка	Глыбочка			49.7611850	30.0406280
Золотуха	Золотуха			49.7591400	29.7217900
Селезенівка	Селезёновка			49.7588010	29.5693610
Шубівка	Шубовка			49.7567410	30.7637810
Трушки	Трушки			49.7660100	29.9445670
Зеленьки	Зеленьки			49.7546810	30.9155290
Польове	Полевое			49.7507020	30.9934100
Матвіївка	Матвеевка			49.7518960	30.8413090
Цапіївка	Цапиевка			49.7519300	29.5267910
Чепиліївка	Чепилиевка			49.7512400	30.3346290
Землянка	Землянка			49.7474710	30.7435210
Шкарівка	Шкаровка			49.7423440	30.1632190
Томилівка	Томиловка			49.7457500	30.2611500
Кривошиїнці	Кривошеинцы			49.7409400	29.4951990
Тарасівка	Тарасовка	Ленінське		49.7399100	29.7987000
Кам’яна Гребля	Каменная Гребля			49.7369190	29.7213420
Вікторівка	Викторовка			49.7357900	30.8369100
Сухоліси	Сухолесы			49.7351110	30.3792590
Нова Пустоварівка	Новая Пустоваровка			49.7347600	29.7798190
Сквира	Сквира			49.7336928	29.6626664
Пилипча	Пилипча			49.7316700	30.0201400
Бирюки	Бирюки			49.7313310	30.2862210
Клочки	Клочки			49.7313310	30.2673300
Житні Гори	Житные Горы			49.7296100	30.4647500
Ромашки	Ромашки			49.7292710	30.6013910
Калинівка	Калиновка			49.7261810	30.6590690
Фролівка	Фроловка			49.7244610	30.7912500
Першотравневе	Першотравневое			49.7244610	30.7061000
Городище	Городище			49.7234310	30.0112210
Коженики	Коженики			49.7286990	30.2277220
Кутелів	Кутелев			49.7223170	31.0609950
Пугачівка	Пугачовка			49.7148510	30.3198600
Шарки	Шарки			49.7128600	30.6192300
Бакумівка	Бакумовка			49.7120170	30.5982000
Бакали	Бокалы			49.7052400	30.0438300
Новий Шлях	Новый Шлях			49.7045520	29.5199200
Луб’янка	Лубянка			49.7031780	30.7318500
Ями	Ямы			49.7028310	29.5597500
Квітневе	Квитневое			49.7018010	29.5841200
Козин	Козин			49.7011180	31.1084800
Кононівка	Кононовка			49.7004320	29.6912400
Домантівка	Домантовка			49.6966510	29.6294400
Саврань	Саврань			49.6963080	29.5594010
Тхорівка	Тхоровка			49.6939090	29.7629910
Пустоварівка	Пустоваровка			49.6932180	29.8175790
Ємчиха	Емчиха			49.6816520	31.1565340
Олександрівка	Александровка			49.6915020	30.7754500
Черкас	Черкас			49.6904720	30.1801300
Яблунівка	Яблоновка			49.6904720	29.9614300
Мала Вільшанка	Малая Ольшанка			49.6941340	30.0826630
Одноріг	Однорог			49.6873820	30.2316300
Рокитне	Ракитное			49.6867282	30.4730340
Росава	Росава			49.6829190	30.9574110
Салів	Салов			49.6767390	31.0710510
Сорокотяги	Сорокотяги			49.6763990	30.0314690
Поправка	Поправка			49.6750180	30.2649310
Мала Сквирка	Малая Сквирка			49.6729580	29.9535410
Пустовіти	Пустовиты			49.6712490	30.8674600
Острів	Остров			49.6702190	30.3878400
Токарівка	Токаревка			49.6698680	29.6521000
Синява	Синява			49.6640010	30.4551510
Шапіївка	Шапиевка			49.6661000	29.6136490
Бикова Гребля	Быковая Гребля			49.6626700	30.1564410
Самгородок	Самгородок			49.6619800	29.5628400
Любка	Любка			49.6609500	30.7074700
Ольшаниця	Ольшаница			49.6609500	30.6415600
Шаліївка	Шалиевка			49.6578410	29.7002160
Троїцьке		Довгалівське	Довгалевское	49.6595800	30.3445800
Фесюри	Фесюры			49.6578180	29.9629840
Андріївка	Андреевка			49.6581650	31.0673890
Веснянка	Веснянка			49.6540790	29.8471110
Коржівка	Коржевка			49.6513400	30.0846900
Озерна	Озёрная			49.6427800	30.1310160
Городище-Пустоварівське	Городище-Пустоваровское			49.6437800	29.9394610
Карапиші	Карапыши			49.6431010	30.7888390
Насташка	Насташка			49.6413800	30.2985800
Центральне	Центральное			49.6421240	31.0870630
Терешки	Терешки			49.6400110	29.7235110
Бушеве	Бушево			49.6396600	30.6013910
Щербаки	Щербаки			49.6389810	29.9531900
Нова Миронівка		П’ятирічка	Пятиричка	49.6379430	31.1302070
Фастівка	Фастовка			49.6352010	30.0060690
Владиславка	Владиславка			49.6330410	30.9500920
Нова Олександрівка	Новая Александровка			49.6303900	31.0250490
П’ятихатка	Пятихатка			49.6319580	31.1035590
Антонів	Антонов			49.6259310	29.7839390
Улянівка	Ульяновка			49.6194110	29.5377690
Рибчинці	Рыбчинцы			49.6156310	29.5532210
Салиха	Салиха			49.6146010	30.4489500
Гайок	Гаёк			49.6130980	30.0222300
Гулі	Гули			49.6128810	30.9666810
Микитяни	Микитяны			49.6037980	30.9891340
Юхни	Юхны			49.6084210	30.8870300
Колесникове	Колесниково			49.6084210	30.3305090
Яхни	Яхны			49.6077840	31.0148050
Тарасівка	Тарасовка			49.6063610	30.0414300
Потіївка	Потиевка			49.6152340	30.2292270
Межове	Межевое			49.6046410	30.0984190
Олексіївка	Алексеевка			49.5983120	31.1307200
Крива	Кривая			49.5977780	30.4953000
Вахутинці	Вахутинцы			49.5970920	30.9557000
Михайлівка	Михайловка			49.5950320	31.0865000
Шупики	Шупики			49.5946880	30.9038600
Біліївка	Белиевка			49.5944100	29.7939850
Мовчанівка	Молчановка			49.5946880	29.5429190
Чупира	Чупира			49.5943410	30.1917990
Михайлівка	Михайловка			49.5933110	29.9360290
Оріховець	Ореховец			49.5926280	29.6212010
Лаврики	Лаврики			49.5919420	29.7187000
Красюки	Красюки			49.5908090	30.3197020
Петрашівка	Петрашёвка			49.5885090	29.8337190
Карандинці	Карандинцы			49.5871320	30.9429890
Тадіївка	Тадиевка			49.5843890	30.0816000
Саварка	Саварка			49.5812990	30.6896190
Кирдани	Кирданы			49.5802690	30.5543500
Березна	Березна			49.5802690	29.9078810
Бовкун	Бовкун			49.5799220	30.6274800
Улашівка	Улашовка			49.5721240	30.4503190
Северинівка	Севериновка			49.5758020	30.2910190
Туники	Туники			49.5747720	30.8705500
Гайворон	Гайворон			49.5740890	29.8320010
Синиця	Синица			49.5722470	30.6988140
Семигори	Семигоры			49.5686420	31.0006920
Каленна	Каленная			49.5682490	29.5717600
Чернин	Чернин			49.5658490	30.3514500
Лютарі	Лютари			49.5644680	30.7490200
Мисайлівка	Мисайловка			49.5637510	30.8159600
Іванівка	Ивановка			49.5560420	31.1060520
Пархомівка	Пархомовка			49.5548970	30.0462820
Рогізна	Рогозна			49.5545200	29.7959500
Рубченки	Рубченки			49.5545200	29.7111490
Степок	Степок			49.5521550	30.6205270
Логвин	Логвин			49.5514300	29.9367100
Бородані	Бородани			49.5500600	30.7435210
Богуслав	Богуслав			49.5476500	30.8733000
Чепіжинці	Чепижинцы			49.5476490	29.5961400
Вільховець	Ольховец			49.5469700	31.0130290
Малоберезанське	Малоберезанское			49.5455890	30.5811290
Володимирівка	Владимировка			49.5455890	29.6507300
Тарган	Тарган			49.5438800	29.9985100
Дружба	Дружба			49.5411300	29.8491710
Тептіївка	Тептиевка			49.5397610	30.9512290
Червоні Яри	Червоные Яры			49.5380400	30.3638100
